Date,GE
5/6/1999,216.53
5/5/1999,218.03
5/4/1999,209.9
5/3/1999,211.28
4/30/1999,210.78
4/29/1999,215.28
4/28/1999,223.03
4/27/1999,225.03
4/26/1999,227.03
4/23/1999,225.78
4/22/1999,226.53
4/21/1999,227.16
4/20/1999,218.65
4/19/1999,209.53
4/16/1999,222.53
4/15/1999,225.03
4/14/1999,228.16
4/13/1999,233.91
4/12/1999,233.03
4/9/1999,224.41
4/8/1999,227.78
4/7/1999,229.03
4/6/1999,226.66
4/5/1999,229.28
4/1/1999,223.28
3/31/1999,221.28
3/30/1999,226.66
3/29/1999,224.03
3/26/1999,215.65
3/25/1999,217.03
3/24/1999,213.53
3/23/1999,213.15
3/22/1999,220.78
3/19/1999,224.03
3/18/1999,220.03
3/17/1999,216.9
3/16/1999,220.03
3/15/1999,220.28
3/12/1999,214.78
3/11/1999,214.15
3/10/1999,211.53
3/9/1999,212.03
3/8/1999,209.65
3/5/1999,207.4
3/4/1999,201.03
3/3/1999,197.53
3/2/1999,198.65
3/1/1999,201.9
2/26/1999,200.65
2/25/1999,200.78
2/24/1999,202.03
2/23/1999,206.03
2/22/1999,208.03
2/19/1999,200.78
2/18/1999,201.28
2/17/1999,198.65
2/16/1999,198.03
2/12/1999,195.28
2/11/1999,200.03
2/10/1999,195.9
2/9/1999,192.03
2/8/1999,195.15
2/5/1999,196.03
2/4/1999,200.28
2/3/1999,205.78
2/2/1999,204.03
2/1/1999,204.4
1/29/1999,209.78
1/28/1999,206.9
1/27/1999,203.03
1/26/1999,204.03
1/25/1999,201.03
1/22/1999,195.78
1/21/1999,198.65
1/20/1999,200.78
1/19/1999,202.9
1/15/1999,201.53
1/14/1999,194.15
1/13/1999,193.15
1/12/1999,195.53
1/11/1999,199.4
1/8/1999,204.78
1/7/1999,205.9
1/6/1999,209.4
1/5/1999,205.4
1/4/1999,201.15
