Date,BLK
2/15/2007,175.59
2/14/2007,172.14
2/13/2007,170.51
2/12/2007,171.32
2/9/2007,173.68
2/8/2007,173.44
2/7/2007,172.54
2/6/2007,170.8
2/5/2007,170.65
2/2/2007,169.08
2/1/2007,169.32
1/31/2007,167.76
1/30/2007,168.12
1/29/2007,168.58
1/26/2007,169.17
1/25/2007,169.7
1/24/2007,171.99
1/23/2007,176.15
1/22/2007,169.28
1/19/2007,169.68
1/18/2007,170.06
1/17/2007,173.19
1/16/2007,171.46
1/12/2007,172.5
1/11/2007,168.02
1/10/2007,164.9
1/9/2007,160.65
1/8/2007,159.64
1/5/2007,156.75
1/4/2007,156.79
1/3/2007,155.12
12/29/2006,151.9
12/28/2006,153.5
12/27/2006,151.65
12/26/2006,149.14
12/22/2006,149.55
12/21/2006,149.4
12/20/2006,146.86
12/19/2006,145.75
12/18/2006,144.99
12/15/2006,145.86
12/14/2006,146.06
12/13/2006,146.18
12/12/2006,146.1
12/11/2006,145.3
12/8/2006,147.15
12/7/2006,147.82
12/6/2006,147.09
12/5/2006,146.7
12/4/2006,145.74
12/1/2006,142.3
11/30/2006,143.37
11/29/2006,144.6
11/28/2006,145.21
11/27/2006,146.98
11/24/2006,149.75
11/22/2006,150.16
11/21/2006,149.1
11/20/2006,148.55
11/17/2006,147.17
11/16/2006,145.38
11/15/2006,144
11/14/2006,141.62
11/13/2006,141.62
11/10/2006,141.76
11/9/2006,143.23
11/8/2006,144.45
11/7/2006,145.81
11/6/2006,144.27
11/3/2006,145.35
11/2/2006,146.97
11/1/2006,149.05
10/31/2006,150.84
10/30/2006,155
10/27/2006,149.5
10/26/2006,151.97
10/25/2006,147.01
10/24/2006,147
10/23/2006,148.25
10/20/2006,145.61
10/19/2006,146.85
10/18/2006,148.71
10/17/2006,148.45
10/16/2006,148.49
10/13/2006,149.5
10/12/2006,151.88
10/11/2006,152.51
10/10/2006,153.7
10/9/2006,150.02
10/6/2006,149.02
10/5/2006,149.1
10/4/2006,147.45
10/3/2006,144.82
10/2/2006,144.7
9/29/2006,149
9/28/2006,149.9
9/27/2006,149.31
9/26/2006,148.94
9/25/2006,146.9
9/22/2006,144.4
9/21/2006,144.47
9/20/2006,145.07
9/19/2006,145.16
9/18/2006,146.54
9/15/2006,148
9/14/2006,145.9
9/13/2006,143.89
9/12/2006,135.22
9/11/2006,131.91
9/8/2006,133.01
9/7/2006,132.11
9/6/2006,133.24
9/5/2006,133.12
9/1/2006,133.18
8/31/2006,130.15
8/30/2006,129.79
8/29/2006,127.15
8/28/2006,129.75
8/25/2006,128.4
8/24/2006,130.01
8/23/2006,132.5
8/22/2006,132.45
8/21/2006,131.6
8/18/2006,133.05
8/17/2006,132.21
8/16/2006,129.73
8/15/2006,127.32
8/14/2006,123.84
8/11/2006,125.36
8/10/2006,125.9
8/9/2006,124.11
8/8/2006,125.43
8/7/2006,126.65
8/4/2006,127.15
8/3/2006,128.3
8/2/2006,127.2
8/1/2006,127.26
7/31/2006,129.16
7/28/2006,129.99
7/27/2006,128.55
7/26/2006,128.05
7/25/2006,130.87
7/24/2006,129
7/21/2006,126.22
7/20/2006,128.71
7/19/2006,130.91
7/18/2006,127.97
7/17/2006,135.08
7/14/2006,132.98
7/13/2006,135.83
7/12/2006,139.55
7/11/2006,140.5
7/10/2006,139.21
7/7/2006,138.84
7/6/2006,140.48
7/5/2006,139.02
7/3/2006,140.63
6/30/2006,139.17
6/29/2006,136.99
6/28/2006,133.73
6/27/2006,133.37
6/26/2006,134.15
6/23/2006,132.05
6/22/2006,131.57
6/21/2006,131.24
6/20/2006,127.25
6/19/2006,127.19
6/16/2006,127.96
6/15/2006,128.33
6/14/2006,122.51
6/13/2006,123.59
6/12/2006,128.39
6/9/2006,132.71
6/8/2006,132.36
6/7/2006,132.01
6/6/2006,132.48
6/5/2006,135.49
6/2/2006,136.05
6/1/2006,133.5
5/31/2006,134
5/30/2006,132.88
5/26/2006,137.3
5/25/2006,136.48
5/24/2006,135.51
5/23/2006,132.75
5/22/2006,130.72
5/19/2006,132.45
5/18/2006,131.81
5/17/2006,135.9
5/16/2006,139.45
5/15/2006,138.51
5/12/2006,139.89
5/11/2006,140.94
5/10/2006,142.12
5/9/2006,141.98
5/8/2006,142.49
5/5/2006,150.75
5/4/2006,146.66
5/3/2006,144.96
5/2/2006,145
5/1/2006,142.85
4/28/2006,151.54
4/27/2006,153.48
4/26/2006,152.9
4/25/2006,147.73
4/24/2006,148.14
4/21/2006,150.8
4/20/2006,152
4/19/2006,156.31
4/18/2006,147.5
4/17/2006,143.17
4/13/2006,143
4/12/2006,144.89
4/11/2006,142.41
4/10/2006,147.98
4/7/2006,147.56
4/6/2006,147.66
4/5/2006,146.91
4/4/2006,145.1
4/3/2006,142.26
3/31/2006,140
3/30/2006,139.75
3/29/2006,139.7
3/28/2006,138.1
3/27/2006,139.6
3/24/2006,139.45
3/23/2006,138.89
3/22/2006,139.69
3/21/2006,139.45
3/20/2006,139.99
3/17/2006,140.46
3/16/2006,139.99
3/15/2006,138.82
3/14/2006,137.56
3/13/2006,134.25
3/10/2006,132.25
3/9/2006,132.05
3/8/2006,133.72
3/7/2006,136.35
3/6/2006,137.53
3/3/2006,141.35
3/2/2006,142.5
3/1/2006,142.61
2/28/2006,142.1
2/27/2006,143.5
2/24/2006,143.5
2/23/2006,141.8
2/22/2006,144.42
2/21/2006,145.27
2/17/2006,146.58
2/16/2006,150.9
2/15/2006,151.25
2/14/2006,145.96
2/13/2006,141.99
2/10/2006,131.51
2/9/2006,134.31
2/8/2006,131.11
2/7/2006,130.19
2/6/2006,130.55
2/3/2006,129.66
2/2/2006,129.06
2/1/2006,129.54
1/31/2006,132.8
1/30/2006,133.4
1/27/2006,133.12
1/26/2006,135.01
1/25/2006,129.49
1/24/2006,128.96
1/23/2006,128.18
1/20/2006,127
1/19/2006,119.35
1/18/2006,110.9
1/17/2006,111.79
1/13/2006,112.65
1/12/2006,111.99
1/11/2006,110.52
1/10/2006,112.16
1/9/2006,111.7
1/6/2006,110.42
1/5/2006,108
1/4/2006,109.18
1/3/2006,109
12/30/2005,108.48
12/29/2005,107.76
12/28/2005,108
12/27/2005,108.52
12/23/2005,108.78
12/22/2005,108.63
12/21/2005,107.28
12/20/2005,109.7
12/19/2005,111.25
12/16/2005,112.69
12/15/2005,113.45
12/14/2005,112.82
12/13/2005,111.59
12/12/2005,110.49
12/9/2005,109.25
12/8/2005,108.66
12/7/2005,108.32
12/6/2005,110
12/5/2005,109.4
12/2/2005,110.04
12/1/2005,109.45
11/30/2005,107.84
11/29/2005,108.89
11/28/2005,108.9
11/25/2005,111
11/23/2005,108.77
11/22/2005,108.15
11/21/2005,105.03
11/18/2005,104.67
11/17/2005,104.01
11/16/2005,98.13
11/15/2005,100
11/14/2005,101.47
11/11/2005,101.59
11/10/2005,100.39
11/9/2005,99.25
11/8/2005,97.87
11/7/2005,96.76
11/4/2005,96.52
11/3/2005,95.29
11/2/2005,95.3
11/1/2005,94.35
10/31/2005,94.8
10/28/2005,93.22
10/27/2005,93.42
10/26/2005,93
10/25/2005,92.48
10/24/2005,90.6
10/21/2005,89.9
10/20/2005,89.85
10/19/2005,91.6
10/18/2005,83.69
10/17/2005,84.8
10/14/2005,84.8
10/13/2005,83.47
10/12/2005,84.48
10/11/2005,86.26
10/10/2005,87.32
10/7/2005,88.2
10/6/2005,87.68
10/5/2005,88.46
10/4/2005,89.59
10/3/2005,89.12
9/30/2005,88.62
9/29/2005,88.26
9/28/2005,86.35
9/27/2005,85.42
9/26/2005,85.23
9/23/2005,85.62
9/22/2005,85.72
9/21/2005,84.96
9/20/2005,87.16
9/19/2005,85.44
9/16/2005,84.25
9/15/2005,83.8
9/14/2005,83.51
9/13/2005,84
9/12/2005,85.45
9/9/2005,83.93
9/8/2005,83.4
9/7/2005,83.93
9/6/2005,84.25
9/2/2005,83.03
9/1/2005,83.83
8/31/2005,82.15
8/30/2005,83.03
8/29/2005,84.3
8/26/2005,84.15
8/25/2005,84.01
8/24/2005,84.25
8/23/2005,84.86
8/22/2005,85
8/19/2005,85.46
8/18/2005,85.25
8/17/2005,84.96
8/16/2005,84.4
8/15/2005,85.38
8/12/2005,84.41
8/11/2005,83.97
8/10/2005,84.5
8/9/2005,83.32
8/8/2005,82.23
8/5/2005,82.46
8/4/2005,83.6
8/3/2005,84.61
8/2/2005,84.48
8/1/2005,84.37
7/29/2005,85
7/28/2005,84.9
7/27/2005,85.3
7/26/2005,83.99
7/25/2005,83
7/22/2005,82.3
7/21/2005,82.69
7/20/2005,83.15
7/19/2005,83.29
7/18/2005,83.49
7/15/2005,83.75
7/14/2005,84.16
7/13/2005,83.73
7/12/2005,84.25
7/11/2005,83.52
7/8/2005,82.15
7/7/2005,82.59
7/6/2005,83.85
7/5/2005,81.8
7/1/2005,81.2
6/30/2005,80.45
6/29/2005,79.78
6/28/2005,79.5
6/27/2005,77.48
6/24/2005,76.25
6/23/2005,76.76
6/22/2005,77.9
6/21/2005,77.75
6/20/2005,78.25
6/17/2005,78.07
6/16/2005,78.23
6/15/2005,78.15
6/14/2005,78.01
6/13/2005,78.15
6/10/2005,77.48
6/9/2005,76.77
6/8/2005,75.6
6/7/2005,77.17
6/6/2005,77.48
6/3/2005,77.38
6/2/2005,77.5
6/1/2005,77.7
5/31/2005,78.02
5/27/2005,78.1
5/26/2005,78.09
5/25/2005,77.58
5/24/2005,77.5
5/23/2005,78.05
5/20/2005,78.21
5/19/2005,78.24
5/18/2005,78.54
5/17/2005,76.89
5/16/2005,76.59
5/13/2005,75.71
5/12/2005,75.6
5/11/2005,75.89
5/10/2005,75.55
5/9/2005,76.02
5/6/2005,74.77
5/5/2005,74.37
5/4/2005,74.53
5/3/2005,75
5/2/2005,74.8
4/29/2005,74.96
4/28/2005,74.72
4/27/2005,74.97
4/26/2005,75.7
4/25/2005,75.96
4/22/2005,75.25
4/21/2005,73.38
4/20/2005,72.26
4/19/2005,73.87
4/18/2005,70.19
4/15/2005,70
4/14/2005,70.42
4/13/2005,70.42
4/12/2005,71
4/11/2005,71.56
4/8/2005,73.43
4/7/2005,73.79
4/6/2005,73.37
4/5/2005,74.21
4/4/2005,74.6
4/1/2005,75.63
3/31/2005,74.93
3/30/2005,73.98
3/29/2005,73.98
3/28/2005,76.07
3/24/2005,74.95
3/23/2005,75.47
3/22/2005,77.39
3/21/2005,78.24
3/18/2005,79.64
3/17/2005,79.51
3/16/2005,79.82
3/15/2005,80.62
3/14/2005,80.71
3/11/2005,79.96
3/10/2005,79.63
3/9/2005,80.55
3/8/2005,80.85
3/7/2005,80.31
3/4/2005,80.55
3/3/2005,79.56
3/2/2005,79.97
3/1/2005,80.01
2/28/2005,77.61
2/25/2005,78.17
2/24/2005,78.11
2/23/2005,78.26
2/22/2005,79.33
2/18/2005,80.53
2/17/2005,80.25
2/16/2005,77.58
2/15/2005,79.5
2/14/2005,79.89
2/11/2005,81
2/10/2005,80.85
2/9/2005,80
2/8/2005,80.41
2/7/2005,80.59
2/4/2005,80.4
2/3/2005,80.05
2/2/2005,79.07
2/1/2005,79.8
1/31/2005,80.3
1/28/2005,79.05
1/27/2005,79.3
1/26/2005,79.24
1/25/2005,79.01
1/24/2005,79.23
1/21/2005,79.31
1/20/2005,79.34
1/19/2005,79.48
1/18/2005,80.48
1/14/2005,80.91
1/13/2005,80.25
1/12/2005,80.7
1/11/2005,79.95
1/10/2005,80.19
1/7/2005,78.34
1/6/2005,80
1/5/2005,74.85
1/4/2005,75.55
1/3/2005,75.78
12/31/2004,77.26
12/30/2004,77.17
12/29/2004,76.74
12/28/2004,76.81
12/27/2004,75.9
12/23/2004,77.51
12/22/2004,76.72
12/21/2004,76.44
12/20/2004,75.6
12/17/2004,77
12/16/2004,77.4
12/15/2004,77.36
12/14/2004,77.1
12/13/2004,76.92
12/10/2004,76.95
12/9/2004,75.47
12/8/2004,75.05
12/7/2004,74.47
12/6/2004,75.92
12/3/2004,76.35
12/2/2004,76.66
12/1/2004,76.2
11/30/2004,74.56
11/29/2004,76.26
11/26/2004,76.31
11/24/2004,76.38
11/23/2004,74.66
11/22/2004,74.18
11/19/2004,73.9
11/18/2004,75.45
11/17/2004,75.53
11/16/2004,75.2
11/15/2004,74.75
11/12/2004,76.4
11/11/2004,74.3
11/10/2004,74.01
11/9/2004,74.35
11/8/2004,75.3
11/5/2004,74.46
11/4/2004,75.78
11/3/2004,75.25
11/2/2004,74.77
11/1/2004,74.78
10/29/2004,73.5
10/28/2004,73.07
10/27/2004,73.18
10/26/2004,72.89
10/25/2004,70.46
10/22/2004,70.94
10/21/2004,71.25
10/20/2004,70.09
10/19/2004,70.11
10/18/2004,69.33
10/15/2004,69.79
10/14/2004,70.53
10/13/2004,71.15
10/12/2004,71.81
10/11/2004,72.16
10/8/2004,71.8
10/7/2004,74.43
10/6/2004,74.85
10/5/2004,75.33
10/4/2004,74.5
10/1/2004,74.34
9/30/2004,73.49
9/29/2004,72.02
9/28/2004,72.35
9/27/2004,72.89
9/24/2004,73.46
9/23/2004,73.17
9/22/2004,73.56
9/21/2004,74.38
9/20/2004,74.73
9/17/2004,74.55
9/16/2004,74.72
9/15/2004,74.43
9/14/2004,74.35
9/13/2004,74.21
9/10/2004,73.6
9/9/2004,72.57
9/8/2004,74.99
9/7/2004,74.82
9/3/2004,74.89
9/2/2004,73.99
9/1/2004,73.72
8/31/2004,73.09
8/30/2004,73.73
8/27/2004,71.32
8/26/2004,67.21
8/25/2004,65.66
8/24/2004,64.59
8/23/2004,64.94
8/20/2004,63.88
8/19/2004,63.8
8/18/2004,64.63
8/17/2004,64.97
8/16/2004,63.7
8/13/2004,61.56
8/12/2004,62.87
8/11/2004,62.29
8/10/2004,61.72
8/9/2004,60.71
8/6/2004,61.54
8/5/2004,63.06
8/4/2004,63.51
8/3/2004,62.91
8/2/2004,62.68
7/30/2004,61.95
7/29/2004,62.5
7/28/2004,61.48
7/27/2004,62.69
7/26/2004,62.67
7/23/2004,62.51
7/22/2004,62.05
7/21/2004,63.66
7/20/2004,64.65
7/19/2004,62.66
7/16/2004,63.49
7/15/2004,63.5
7/14/2004,64.21
7/13/2004,64.72
7/12/2004,64.87
7/9/2004,64.89
7/8/2004,64.8
7/7/2004,65.01
7/6/2004,65.8
7/2/2004,65.13
7/1/2004,64.15
6/30/2004,63.83
6/29/2004,63.05
6/28/2004,62.53
6/25/2004,62.5
6/24/2004,62.28
6/23/2004,62.38
6/22/2004,62.39
6/21/2004,61.93
6/18/2004,62.25
6/17/2004,63
6/16/2004,62.01
6/15/2004,62.2
6/14/2004,62.65
6/10/2004,63.57
6/9/2004,64.04
6/8/2004,64.81
6/7/2004,64.44
6/4/2004,64.55
6/3/2004,63.39
6/2/2004,64.13
6/1/2004,63.2
5/28/2004,63.1
5/27/2004,62.43
5/26/2004,61.56
5/25/2004,60.64
5/24/2004,60.25
5/21/2004,59.16
5/20/2004,59.08
5/19/2004,58.75
5/18/2004,58.43
5/17/2004,57.95
5/14/2004,58.63
5/13/2004,58.73
5/12/2004,58.75
5/11/2004,58.79
5/10/2004,59.2
5/7/2004,59.88
5/6/2004,61.65
5/5/2004,62.56
5/4/2004,63.34
5/3/2004,62.51
4/30/2004,62.2
4/29/2004,62
4/28/2004,61.69
4/27/2004,62.41
4/26/2004,61.93
4/23/2004,61.25
4/22/2004,62.4
4/21/2004,61.35
4/20/2004,62.37
4/19/2004,61.74
4/16/2004,63.5
4/15/2004,62
4/14/2004,61.47
4/13/2004,62.26
4/12/2004,63.9
4/8/2004,63.1
4/7/2004,63.92
4/6/2004,64.39
4/5/2004,64.1
4/2/2004,65
4/1/2004,66
3/31/2004,61.17
3/30/2004,60.41
3/29/2004,60.86
3/26/2004,60
3/25/2004,59.6
3/24/2004,59.55
3/23/2004,59.91
3/22/2004,60
3/19/2004,60.9
3/18/2004,60.71
3/17/2004,60.71
3/16/2004,60
3/15/2004,59.5
3/12/2004,60.26
3/11/2004,59.27
3/10/2004,61.05
3/9/2004,61.06
3/8/2004,62.01
3/5/2004,61.5
3/4/2004,61.25
3/3/2004,61.27
3/2/2004,61.09
3/1/2004,60.32
2/27/2004,59.5
2/26/2004,59.6
2/25/2004,58.3
2/24/2004,58.27
2/23/2004,58.84
2/20/2004,59.26
2/19/2004,60.22
2/18/2004,60.14
2/17/2004,59.89
2/13/2004,58.74
2/12/2004,59.55
2/11/2004,60
2/10/2004,59.85
2/9/2004,59.22
2/6/2004,60.02
2/5/2004,58.15
2/4/2004,58.4
2/3/2004,60.3
2/2/2004,60.02
1/30/2004,58.02
1/29/2004,57.39
1/28/2004,57.61
1/27/2004,59.72
1/26/2004,58.51
1/23/2004,59.25
1/22/2004,57.61
1/21/2004,56.89
1/20/2004,56.25
1/16/2004,56.17
1/15/2004,56.13
1/14/2004,56.48
1/13/2004,58.9
1/12/2004,58.7
1/9/2004,57.6
1/8/2004,57.97
1/7/2004,58
1/6/2004,57.25
1/5/2004,56.85
1/2/2004,53.99
12/31/2003,53.11
12/30/2003,53.53
12/29/2003,53.23
12/26/2003,52.18
12/24/2003,51.87
12/23/2003,51.96
12/22/2003,51.84
12/19/2003,52.27
12/18/2003,52.34
12/17/2003,52.17
12/16/2003,51.5
12/15/2003,51.96
12/12/2003,51.79
12/11/2003,51
12/10/2003,50.19
12/9/2003,51.48
12/8/2003,52.05
12/5/2003,51.16
12/4/2003,52.8
12/3/2003,52.1
12/2/2003,51.75
12/1/2003,51.55
11/28/2003,50.95
11/26/2003,50.75
11/25/2003,50.4
11/24/2003,50.38
11/21/2003,49.88
11/20/2003,49.99
11/19/2003,49.99
11/18/2003,50.18
11/17/2003,49.78
11/14/2003,49.75
11/13/2003,51.21
11/12/2003,50.8
11/11/2003,50.21
11/10/2003,50.69
11/7/2003,49.67
11/6/2003,49.8
11/5/2003,49.93
11/4/2003,49.99
11/3/2003,50.62
10/31/2003,51.35
10/30/2003,50.57
10/29/2003,50.2
10/28/2003,50.15
10/27/2003,50.18
10/24/2003,50.16
10/23/2003,50.47
10/22/2003,50.22
10/21/2003,50.3
10/20/2003,50.73
10/17/2003,52.03
10/16/2003,52.7
10/15/2003,52
10/14/2003,51.85
10/13/2003,52.6
10/10/2003,51.37
10/9/2003,51.12
10/8/2003,51.32
10/7/2003,50.85
10/6/2003,50.7
10/3/2003,50.62
10/2/2003,50.55
10/1/2003,50.31
9/30/2003,49
9/29/2003,49.11
9/26/2003,48.9
9/25/2003,50
9/24/2003,50.8
9/23/2003,51.55
9/22/2003,51.3
9/19/2003,51.38
9/18/2003,50.16
9/17/2003,48.69
9/16/2003,48.3
9/15/2003,48.4
9/12/2003,48.19
9/11/2003,47.08
9/10/2003,47.19
9/9/2003,47.2
9/8/2003,47.26
9/5/2003,46.11
9/4/2003,46
9/3/2003,46.3
9/2/2003,46.49
8/29/2003,45.47
8/28/2003,45.36
8/27/2003,45.1
8/26/2003,45.21
8/25/2003,45.41
8/22/2003,46.2
8/21/2003,46.36
8/20/2003,47.08
8/19/2003,46.51
8/18/2003,46.06
8/15/2003,45.91
8/14/2003,46.13
8/13/2003,45.93
8/12/2003,45.3
8/11/2003,45.35
8/8/2003,45.3
8/7/2003,44.47
8/6/2003,44.4
8/5/2003,44.29
8/4/2003,44.39
8/1/2003,45.18
7/31/2003,45.17
7/30/2003,45.34
7/29/2003,44.56
7/28/2003,43.77
7/25/2003,45.15
7/24/2003,45.94
7/23/2003,45.19
7/22/2003,45.08
7/21/2003,45.47
7/18/2003,46
7/17/2003,45.64
7/16/2003,45.5
7/15/2003,45.41
7/14/2003,46.79
7/11/2003,46.35
7/10/2003,46.27
7/9/2003,46
7/8/2003,45
7/7/2003,45
7/3/2003,45.64
7/2/2003,46.27
7/1/2003,46.2
6/30/2003,45.04
6/27/2003,45.25
6/26/2003,45.43
6/25/2003,45.13
6/24/2003,44.7
6/23/2003,45.69
6/20/2003,46.02
6/19/2003,46
6/18/2003,45.55
6/17/2003,45.86
6/16/2003,46
6/13/2003,45.63
6/12/2003,45.87
6/11/2003,47.32
6/10/2003,47.67
6/9/2003,47
6/6/2003,47.64
6/5/2003,47.75
6/4/2003,47.5
6/3/2003,47.91
6/2/2003,46.5
5/30/2003,45.39
5/29/2003,45.27
5/28/2003,45.4
5/27/2003,45.47
5/23/2003,45.4
5/22/2003,45.46
5/21/2003,44.94
5/20/2003,45.26
5/19/2003,45.35
5/16/2003,46.25
5/15/2003,45.46
5/14/2003,44.6
5/13/2003,44.94
5/12/2003,45.26
5/9/2003,44.76
5/8/2003,45.05
5/7/2003,45
5/6/2003,44.7
5/5/2003,44.91
5/2/2003,45.25
5/1/2003,45.2
4/30/2003,45.48
4/29/2003,44.7
4/28/2003,45.5
4/25/2003,45.15
4/24/2003,44.95
4/23/2003,44.65
4/22/2003,44.8
4/21/2003,46
4/17/2003,47.29
4/16/2003,46.6
4/15/2003,45.35
4/14/2003,45.52
4/11/2003,45.58
4/10/2003,45.65
4/9/2003,45.6
4/8/2003,45.16
4/7/2003,45.45
4/4/2003,45.67
4/3/2003,44.9
4/2/2003,44.8
4/1/2003,43.5
3/31/2003,43.54
3/28/2003,43.98
3/27/2003,43.57
3/26/2003,45.08
3/25/2003,44.68
3/24/2003,43.69
3/21/2003,44.85
3/20/2003,43.48
3/19/2003,43.5
3/18/2003,43.35
3/17/2003,42.97
3/14/2003,41.44
3/13/2003,41.15
3/12/2003,39.95
3/11/2003,41.09
3/10/2003,41.99
3/7/2003,42.29
3/6/2003,42.04
3/5/2003,42.08
3/4/2003,42.23
3/3/2003,42.7
2/28/2003,41.6
2/27/2003,41.6
2/26/2003,40.98
2/25/2003,41.89
2/24/2003,41.48
2/21/2003,42.55
2/20/2003,41.75
2/19/2003,41.58
2/18/2003,42
2/14/2003,41.7
2/13/2003,41.23
2/12/2003,41.43
2/11/2003,41.21
2/10/2003,41.51
2/7/2003,41.76
2/6/2003,41.56
2/5/2003,41.89
2/4/2003,42.29
2/3/2003,42.2
1/31/2003,42.25
1/30/2003,41.25
1/29/2003,40.97
1/28/2003,41.2
1/27/2003,40.65
1/24/2003,40.13
1/23/2003,40.65
1/22/2003,40.87
1/21/2003,40.6
1/17/2003,41.8
1/16/2003,41.65
1/15/2003,41.5
1/14/2003,42
1/13/2003,42.1
1/10/2003,42.33
1/9/2003,42.03
1/8/2003,41.1
1/7/2003,40.96
1/6/2003,41.18
1/3/2003,40.95
1/2/2003,40.25
12/31/2002,39.4
12/30/2002,38.91
12/27/2002,38.97
12/26/2002,39.29
12/24/2002,39.89
12/23/2002,40.2
12/20/2002,40.19
12/19/2002,40.58
12/18/2002,40.5
12/17/2002,40.77
12/16/2002,40.9
12/13/2002,41.26
12/12/2002,40.73
12/11/2002,39.6
12/10/2002,39.6
12/9/2002,38.5
12/6/2002,39.15
12/5/2002,38.5
12/4/2002,39.45
12/3/2002,39.15
12/2/2002,39.86
11/29/2002,40.01
11/27/2002,40.1
11/26/2002,39.65
11/25/2002,39.66
11/22/2002,39.25
11/21/2002,39.3
11/20/2002,37.35
11/19/2002,36.29
11/18/2002,36.66
11/15/2002,36.58
11/14/2002,36.52
11/13/2002,35.75
11/12/2002,35.5
11/11/2002,35.36
11/8/2002,35.25
11/7/2002,34.55
11/6/2002,34.3
11/5/2002,34.59
11/4/2002,34.65
11/1/2002,35.45
10/31/2002,35.72
10/30/2002,35.05
10/29/2002,34.99
10/28/2002,35.9
10/25/2002,35.5
10/24/2002,36
10/23/2002,36.45
10/22/2002,37.9
10/21/2002,38.4
10/18/2002,38.4
10/17/2002,38.53
10/16/2002,37.92
10/15/2002,37.92
10/14/2002,36.75
10/11/2002,36.97
10/10/2002,37.36
10/9/2002,36.2
10/8/2002,36.15
10/7/2002,35.95
10/4/2002,37.55
10/3/2002,40.2
10/2/2002,41.02
10/1/2002,41.28
9/30/2002,41.42
9/27/2002,41.81
9/26/2002,41.1
9/25/2002,40.8
9/24/2002,41.3
9/23/2002,41.54
9/20/2002,42
9/19/2002,42.66
9/18/2002,43.2
9/17/2002,43.9
9/16/2002,44.21
9/13/2002,44.9
9/12/2002,43.81
9/11/2002,44.16
9/10/2002,43.65
9/9/2002,43.97
9/6/2002,43.1
9/5/2002,42.94
9/4/2002,43
9/3/2002,43.06
8/30/2002,44.25
8/29/2002,43.65
8/28/2002,43.7
8/27/2002,44.45
8/26/2002,44.87
8/23/2002,44.95
8/22/2002,45.58
8/21/2002,45.3
8/20/2002,44.8
8/19/2002,45
8/16/2002,46.42
8/15/2002,44.6
8/14/2002,45.1
8/13/2002,43.58
8/12/2002,44.41
8/9/2002,44.53
8/8/2002,42.4
8/7/2002,40.43
8/6/2002,40.72
8/5/2002,40.55
8/2/2002,41.01
8/1/2002,41.89
7/31/2002,41.95
7/30/2002,42.43
7/29/2002,42.6
7/26/2002,40.6
7/25/2002,40
7/24/2002,40.5
7/23/2002,42.35
7/22/2002,43.33
7/19/2002,42.79
7/18/2002,43.72
7/17/2002,44.34
7/16/2002,43.71
7/15/2002,43.95
7/12/2002,43.32
7/11/2002,42.3
7/10/2002,42.1
7/9/2002,42.27
7/8/2002,42.95
7/5/2002,42.4
7/3/2002,42.16
7/2/2002,43.21
7/1/2002,43.85
6/28/2002,44.3
6/27/2002,44.06
6/26/2002,43.15
6/25/2002,43.05
6/24/2002,42.55
6/21/2002,42.2
6/20/2002,42.86
6/19/2002,42.7
6/18/2002,43.65
6/17/2002,41.9
6/14/2002,42.15
6/13/2002,43.2
6/12/2002,43.35
6/11/2002,43.5
6/10/2002,44.51
6/7/2002,44.1
6/6/2002,43.85
6/5/2002,44.1
6/4/2002,42.56
6/3/2002,41.95
5/31/2002,43
5/30/2002,43.87
5/29/2002,44.85
5/28/2002,45.25
5/24/2002,45.41
5/23/2002,46.1
5/22/2002,45.23
5/21/2002,45.35
5/20/2002,45.66
5/17/2002,46.1
5/16/2002,46.29
5/15/2002,46.84
5/14/2002,47.35
5/13/2002,45.3
5/10/2002,45.48
5/9/2002,46.1
5/8/2002,46.2
5/7/2002,46.1
5/6/2002,46.04
5/3/2002,47
5/2/2002,46.76
5/1/2002,46.35
4/30/2002,46
4/29/2002,45.01
4/26/2002,45
4/25/2002,44.99
4/24/2002,45.28
4/23/2002,45.08
4/22/2002,45.01
4/19/2002,43.75
4/18/2002,44.99
4/17/2002,44.75
4/16/2002,46.45
4/15/2002,46
4/12/2002,45.6
4/11/2002,40.45
4/10/2002,42
4/9/2002,42.46
4/8/2002,43.5
4/5/2002,43.4
4/4/2002,43.87
4/3/2002,44.27
4/2/2002,44.5
4/1/2002,44.9
3/28/2002,44.6
3/27/2002,44.35
3/26/2002,43.95
3/25/2002,43.94
3/22/2002,44.48
3/21/2002,44.56
3/20/2002,44
3/19/2002,44.12
3/18/2002,44.6
3/15/2002,44.22
3/14/2002,44.6
3/13/2002,44.35
3/12/2002,44.16
3/11/2002,44.39
3/8/2002,45
3/7/2002,44.99
3/6/2002,44.01
3/5/2002,45.86
3/4/2002,46.26
3/1/2002,44.88
2/28/2002,44.5
2/27/2002,43.9
2/26/2002,43.71
2/25/2002,43.51
2/22/2002,43.14
2/21/2002,42.9
2/20/2002,42.29
2/19/2002,41.9
2/15/2002,41.24
2/14/2002,42.25
2/13/2002,42.6
2/12/2002,43.1
2/11/2002,43.15
2/8/2002,43.55
2/7/2002,42.95
2/6/2002,42.75
2/5/2002,42.92
2/4/2002,42.46
2/1/2002,42.97
1/31/2002,43
1/30/2002,41.62
1/29/2002,41
1/28/2002,40.99
1/25/2002,42.15
1/24/2002,41.8
1/23/2002,42
1/22/2002,41.6
1/18/2002,42.25
1/17/2002,42.9
1/16/2002,42.01
1/15/2002,42
1/14/2002,41
1/11/2002,40.9
1/10/2002,42.05
1/9/2002,41.44
