Date,PH
4/24/2020,134.95
4/23/2020,132.45
4/22/2020,132.6
4/21/2020,130.42
4/20/2020,134.37
4/17/2020,138.6
4/16/2020,126
4/15/2020,131
4/14/2020,142.11
4/13/2020,138.91
4/9/2020,145.17
4/8/2020,141.39
4/7/2020,132.36
4/6/2020,130.77
4/3/2020,115.81
4/2/2020,118.84
4/1/2020,116.09
3/31/2020,129.73
3/30/2020,130.35
3/27/2020,121.28
3/26/2020,130.55
3/25/2020,126.53
3/24/2020,115.53
3/23/2020,97.56
3/20/2020,102.43
3/19/2020,104.23
3/18/2020,102.49
3/17/2020,123.02
3/16/2020,117.76
3/13/2020,140.32
3/12/2020,130.4
3/11/2020,147.66
3/10/2020,160.07
3/9/2020,146.48
3/6/2020,164.99
3/5/2020,178.44
3/4/2020,194.57
3/3/2020,186.51
3/2/2020,192.59
2/28/2020,184.77
2/27/2020,185.91
2/26/2020,189.67
2/25/2020,194.48
2/24/2020,203.11
2/21/2020,215.2
2/20/2020,215.28
2/19/2020,211.78
2/18/2020,210.58
2/14/2020,211.84
2/13/2020,213.03
2/12/2020,213.91
2/11/2020,212.25
2/10/2020,209.45
2/7/2020,207.82
2/6/2020,209.85
2/5/2020,210.44
2/4/2020,206.12
2/3/2020,198.13
1/31/2020,195.69
1/30/2020,205.15
1/29/2020,199.02
1/28/2020,196.8
1/27/2020,194.02
1/24/2020,198.28
1/23/2020,201.81
1/22/2020,198.74
1/21/2020,202.05
1/17/2020,207
1/16/2020,207.75
1/15/2020,205.34
1/14/2020,206.76
1/13/2020,208.08
1/10/2020,205.31
1/9/2020,207.13
1/8/2020,206.63
1/7/2020,206.49
1/6/2020,206.91
1/3/2020,206.82
1/2/2020,209.77
12/31/2019,205.82
12/30/2019,205.76
12/27/2019,207
12/26/2019,207.63
12/24/2019,206.44
12/23/2019,208.19
12/20/2019,206.86
12/19/2019,206.27
12/18/2019,206.54
12/17/2019,203.72
12/16/2019,207.59
12/13/2019,206.49
12/12/2019,209.3
12/11/2019,206.34
12/10/2019,202.38
12/9/2019,201.47
12/6/2019,202.38
12/5/2019,199.41
12/4/2019,197.47
12/3/2019,196.15
12/2/2019,197.48
11/29/2019,198.79
11/27/2019,199.83
11/26/2019,200.38
11/25/2019,202.08
11/22/2019,197.91
11/21/2019,196.79
11/20/2019,194.99
11/19/2019,196.25
11/18/2019,196.57
11/15/2019,196.65
11/14/2019,194.25
11/13/2019,195.39
11/12/2019,197.54
11/11/2019,198.82
11/8/2019,199.54
11/7/2019,199.22
11/6/2019,199.17
11/5/2019,198.66
11/4/2019,198.61
11/1/2019,195.9
10/31/2019,183.49
10/30/2019,193.95
10/29/2019,192.94
10/28/2019,190.37
10/25/2019,190.7
10/24/2019,185.75
10/23/2019,187.49
10/22/2019,186.89
10/21/2019,183.39
10/18/2019,184.54
10/17/2019,183.32
10/16/2019,180.25
10/15/2019,180.56
10/14/2019,178.46
10/11/2019,179.66
10/10/2019,170.75
10/9/2019,167.84
10/8/2019,166.61
10/7/2019,170.88
10/4/2019,174.76
10/3/2019,172.2
10/2/2019,171.32
10/1/2019,175.73
9/30/2019,180.61
9/27/2019,180.46
9/26/2019,180.12
9/25/2019,181
9/24/2019,177.7
9/23/2019,181.06
9/20/2019,177.04
9/19/2019,177.87
9/18/2019,179.11
9/17/2019,179.13
9/16/2019,179.18
9/13/2019,182.23
9/12/2019,181.6
9/11/2019,184.46
9/10/2019,181.29
9/9/2019,177.46
9/6/2019,173.49
9/5/2019,171.64
9/4/2019,163.21
9/3/2019,160.97
8/30/2019,165.77
8/29/2019,164.14
8/28/2019,159.28
8/27/2019,157.83
8/26/2019,158.56
8/23/2019,158.03
8/22/2019,164.45
8/21/2019,164.08
8/20/2019,163.46
8/19/2019,165.34
8/16/2019,161.82
8/15/2019,157.62
8/14/2019,158.9
8/13/2019,165.64
8/12/2019,161.5
8/9/2019,164.51
8/8/2019,167.44
8/7/2019,164.65
8/6/2019,167.06
8/5/2019,163.47
8/2/2019,168.99
8/1/2019,172.86
7/31/2019,175.08
7/30/2019,176.8
7/29/2019,172.79
7/26/2019,174.89
7/25/2019,177.29
7/24/2019,178.25
7/23/2019,176.68
7/22/2019,170.29
7/19/2019,169.61
7/18/2019,165.77
7/17/2019,167.38
7/16/2019,171.04
7/15/2019,167.76
7/12/2019,169.07
7/11/2019,163.42
7/10/2019,161.76
7/9/2019,163.36
7/8/2019,165.82
7/5/2019,166.63
7/3/2019,168.61
7/2/2019,167.55
7/1/2019,169.98
6/28/2019,170.01
6/27/2019,168.45
6/26/2019,170.24
6/25/2019,168.57
6/24/2019,169.8
6/21/2019,171.04
6/20/2019,172.08
6/19/2019,167.63
6/18/2019,166.56
6/17/2019,161.55
6/14/2019,164.21
6/13/2019,165.8
6/12/2019,164.84
6/11/2019,167.08
6/10/2019,166.8
6/7/2019,165.54
6/6/2019,162.01
6/5/2019,162.37
6/4/2019,161.2
6/3/2019,156.25
5/31/2019,152.32
5/30/2019,157.12
5/29/2019,155.97
5/28/2019,155.24
5/24/2019,158.3
5/23/2019,158.62
5/22/2019,163.89
5/21/2019,166.01
5/20/2019,163.07
5/17/2019,163.91
5/16/2019,169.48
5/15/2019,169.12
5/14/2019,166.9
5/13/2019,165.83
5/10/2019,173.62
5/9/2019,171.77
5/8/2019,171.95
5/7/2019,173.38
5/6/2019,177.05
5/3/2019,179.85
5/2/2019,176.08
5/1/2019,179.99
4/30/2019,181.08
4/29/2019,183.47
4/26/2019,183
4/25/2019,182.02
4/24/2019,187.46
4/23/2019,189.35
4/22/2019,189.93
4/18/2019,189.92
4/17/2019,188.15
4/16/2019,188.62
4/15/2019,187.86
4/12/2019,188.64
4/11/2019,185.87
4/10/2019,183.05
4/9/2019,180.91
4/8/2019,184.56
4/5/2019,183.4
4/4/2019,181.67
4/3/2019,179.47
4/2/2019,177.52
4/1/2019,177.87
3/29/2019,171.62
3/28/2019,169.56
3/27/2019,166.6
3/26/2019,165.37
3/25/2019,163.72
3/22/2019,163.39
3/21/2019,169.51
3/20/2019,168.91
3/19/2019,172.58
3/18/2019,174.06
3/15/2019,170.77
3/14/2019,169.99
3/13/2019,172.59
3/12/2019,171.05
3/11/2019,172.09
3/8/2019,169.03
3/7/2019,170.37
3/6/2019,172.24
3/5/2019,174.37
3/4/2019,174.57
3/1/2019,176.05
2/28/2019,176.16
2/27/2019,177.54
2/26/2019,175.24
2/25/2019,176.25
2/22/2019,175.77
2/21/2019,174.94
2/20/2019,175.34
2/19/2019,173.33
2/15/2019,173.66
2/14/2019,169.07
2/13/2019,171.37
2/12/2019,170.09
2/11/2019,163.84
2/8/2019,162.09
2/7/2019,162.31
2/6/2019,166
2/5/2019,166.21
2/4/2019,165.49
2/1/2019,164.39
1/31/2019,164.81
1/30/2019,165
1/29/2019,162.12
1/28/2019,157.66
1/25/2019,160.99
1/24/2019,158.07
1/23/2019,156.81
1/22/2019,158.35
1/18/2019,162.49
1/17/2019,159.52
1/16/2019,155.82
1/15/2019,154.4
1/14/2019,156.17
1/11/2019,157.98
1/10/2019,157.96
1/9/2019,156.25
1/8/2019,155.05
1/7/2019,151.88
1/4/2019,151.33
1/3/2019,144.84
1/2/2019,150.39
12/31/2018,149.14
12/28/2018,148.25
12/27/2018,149.96
12/26/2018,148.17
12/24/2018,141.11
12/21/2018,145.58
12/20/2018,145.87
12/19/2018,147.64
12/18/2018,148.7
12/17/2018,149.85
12/14/2018,151.02
12/13/2018,154.37
12/12/2018,155.93
12/11/2018,153.83
12/10/2018,156.3
12/7/2018,157.04
12/6/2018,163.32
12/4/2018,166.47
12/3/2018,175.18
11/30/2018,172.04
11/29/2018,168.9
11/28/2018,168.92
11/27/2018,164.32
11/26/2018,166.29
11/23/2018,163.54
11/21/2018,164.47
11/20/2018,163.71
11/19/2018,167.57
11/16/2018,171.31
11/15/2018,169.94
11/14/2018,166.72
11/13/2018,164.44
11/12/2018,165.05
11/9/2018,167.33
11/8/2018,171
11/7/2018,171.03
11/6/2018,167.17
11/5/2018,164.1
11/2/2018,161.65
11/1/2018,159.35
10/31/2018,151.63
10/30/2018,148.31
10/29/2018,145.22
10/26/2018,145.46
10/25/2018,146.7
10/24/2018,146.5
10/23/2018,152.03
10/22/2018,157.45
10/19/2018,157.87
10/18/2018,159.33
10/17/2018,162.54
10/16/2018,165.1
10/15/2018,163.53
10/12/2018,167.3
10/11/2018,165.6
10/10/2018,172.13
10/9/2018,178.36
10/8/2018,181.47
10/5/2018,182.37
10/4/2018,184.97
10/3/2018,185.4
10/2/2018,184.86
10/1/2018,184.87
9/28/2018,183.93
9/27/2018,186.5
9/26/2018,186.78
9/25/2018,188.27
9/24/2018,189.64
9/21/2018,190.58
9/20/2018,190.51
9/19/2018,190.48
9/18/2018,188.89
9/17/2018,187.45
9/14/2018,187.15
9/13/2018,184.68
9/12/2018,183.35
9/11/2018,180.2
9/10/2018,180.32
9/7/2018,177.72
9/6/2018,177.83
9/5/2018,176.56
9/4/2018,174.74
8/31/2018,175.6
8/30/2018,175.09
8/29/2018,175.81
8/28/2018,175.14
8/27/2018,174.66
8/24/2018,171.53
8/23/2018,169.08
8/22/2018,170.68
8/21/2018,172.07
8/20/2018,170.1
8/17/2018,169.57
8/16/2018,168.24
8/15/2018,166.49
8/14/2018,166.21
8/13/2018,167.28
8/10/2018,168
8/9/2018,170.99
8/8/2018,172.78
8/7/2018,174.09
8/6/2018,174.3
8/3/2018,172.51
8/2/2018,171.57
8/1/2018,165.66
7/31/2018,169.05
7/30/2018,163.51
7/27/2018,164.42
7/26/2018,165.18
7/25/2018,163.15
7/24/2018,161.73
7/23/2018,159.77
7/20/2018,163.47
7/19/2018,165.08
7/18/2018,162.1
7/17/2018,158.75
7/16/2018,157.7
7/13/2018,161.51
7/12/2018,158.6
7/11/2018,157.96
7/10/2018,160.03
7/9/2018,159.79
7/6/2018,156.82
7/5/2018,157.08
7/3/2018,156.81
7/2/2018,156.09
6/29/2018,155.85
6/28/2018,154.83
6/27/2018,153.96
6/26/2018,155.83
6/25/2018,155.76
6/22/2018,157.38
6/21/2018,158.5
6/20/2018,164.47
6/19/2018,163.61
6/18/2018,169.55
6/15/2018,170.92
6/14/2018,171.91
6/13/2018,172.14
6/12/2018,174.17
6/11/2018,174.5
6/8/2018,174.71
6/7/2018,175.48
6/6/2018,174.18
6/5/2018,173.07
6/4/2018,172.23
6/1/2018,172.71
5/31/2018,170.9
5/30/2018,175.2
5/29/2018,172.73
5/25/2018,177.13
5/24/2018,177.48
5/23/2018,177.84
5/22/2018,178.22
5/21/2018,182.43
5/18/2018,179.09
5/17/2018,178.32
5/16/2018,176.87
5/15/2018,176.66
5/14/2018,176.43
5/11/2018,175.12
5/10/2018,174.25
5/9/2018,174.54
5/8/2018,171.11
5/7/2018,170.51
5/4/2018,170.95
5/3/2018,168.37
5/2/2018,167.82
5/1/2018,167.97
4/30/2018,164.62
4/27/2018,164.38
4/26/2018,162.55
4/25/2018,168.27
4/24/2018,163.35
4/23/2018,171.96
4/20/2018,176.39
4/19/2018,176.18
4/18/2018,178.46
4/17/2018,175.85
4/16/2018,174.52
4/13/2018,172.48
4/12/2018,172.56
4/11/2018,170.36
4/10/2018,172.41
4/9/2018,167.23
4/6/2018,167.44
4/5/2018,172.18
4/4/2018,170.95
4/3/2018,168.76
4/2/2018,166.58
3/29/2018,171.03
3/28/2018,168.15
3/27/2018,170.36
3/26/2018,174.62
3/23/2018,169.24
3/22/2018,175.87
3/21/2018,181.75
3/20/2018,180.39
3/19/2018,181.9
3/16/2018,182.71
3/15/2018,180.08
3/14/2018,179.46
3/13/2018,181.86
3/12/2018,182.36
3/9/2018,186.58
3/8/2018,181.16
3/7/2018,176.39
3/6/2018,177.84
3/5/2018,177.12
3/2/2018,175.55
3/1/2018,177.3
2/28/2018,178.47
2/27/2018,181.89
2/26/2018,185.55
2/23/2018,183.57
2/22/2018,183.92
2/21/2018,181.3
2/20/2018,181.61
2/16/2018,183.22
2/15/2018,184.63
2/14/2018,183.89
2/13/2018,179.83
2/12/2018,180.98
2/9/2018,176.89
2/8/2018,174.51
2/7/2018,183.31
2/6/2018,186.92
2/5/2018,182
2/2/2018,190.64
2/1/2018,193.47
1/31/2018,201.42
1/30/2018,204.65
1/29/2018,206.47
1/26/2018,209.66
1/25/2018,207.51
1/24/2018,208.83
1/23/2018,209.33
1/22/2018,210.23
1/19/2018,210.94
1/18/2018,210.54
1/17/2018,210.8
1/16/2018,209.91
1/12/2018,210.04
1/11/2018,208.35
1/10/2018,206.61
1/9/2018,207.32
1/8/2018,205.55
1/5/2018,203.81
1/4/2018,202.43
1/3/2018,201.51
1/2/2018,199.88
12/29/2017,199.58
12/28/2017,199.21
12/27/2017,198.91
12/26/2017,198.94
12/22/2017,199.25
12/21/2017,199.69
12/20/2017,199.06
12/19/2017,198.07
12/18/2017,198.13
12/15/2017,194.26
12/14/2017,191.7
12/13/2017,194.71
12/12/2017,191.86
12/11/2017,191.94
12/8/2017,192.98
12/7/2017,191.33
12/6/2017,186.33
12/5/2017,184.31
12/4/2017,185.85
12/1/2017,187.05
11/30/2017,187.49
11/29/2017,184.32
11/28/2017,185.73
11/27/2017,183.81
11/24/2017,183.28
11/22/2017,184.61
11/21/2017,184.29
11/20/2017,182.9
11/17/2017,182.34
11/16/2017,182.3
11/15/2017,179.73
11/14/2017,179.67
11/13/2017,181.3
11/10/2017,182.23
11/9/2017,182.34
11/8/2017,184.87
11/7/2017,185.47
11/6/2017,184.62
11/3/2017,185.38
11/2/2017,187.12
11/1/2017,181.99
10/31/2017,182.61
10/30/2017,181.94
10/27/2017,183.88
10/26/2017,184.83
10/25/2017,183.68
10/24/2017,184.46
10/23/2017,182.87
10/20/2017,184.5
10/19/2017,182.01
10/18/2017,181.66
10/17/2017,181.46
10/16/2017,181.41
10/13/2017,180.4
10/12/2017,180.08
10/11/2017,177.56
10/10/2017,177.5
10/9/2017,177.33
10/6/2017,177.18
10/5/2017,177.26
10/4/2017,177.53
10/3/2017,177.15
10/2/2017,176.16
9/29/2017,175.02
9/28/2017,175.82
9/27/2017,175.52
9/26/2017,173.97
9/25/2017,176.88
9/22/2017,177.11
9/21/2017,175.91
9/20/2017,176.29
9/19/2017,176.09
9/18/2017,173.63
9/15/2017,169.69
9/14/2017,167.92
9/13/2017,167.95
9/12/2017,166.51
9/11/2017,165.09
9/8/2017,161.33
9/7/2017,158.86
9/6/2017,160.07
9/5/2017,159.76
9/1/2017,162.83
8/31/2017,160.89
8/30/2017,160.46
8/29/2017,159.2
8/28/2017,158.41
8/25/2017,157.3
8/24/2017,156.57
8/23/2017,157.56
8/22/2017,159.13
8/21/2017,155.15
8/18/2017,155.15
8/17/2017,155.57
8/16/2017,158.79
8/15/2017,158.19
8/14/2017,158.26
8/11/2017,157.02
8/10/2017,155.76
8/9/2017,161.02
8/8/2017,161.64
8/7/2017,162.39
8/4/2017,164.22
8/3/2017,165.32
8/2/2017,164.3
8/1/2017,164.52
7/31/2017,165.98
7/28/2017,164.75
7/27/2017,164.07
7/26/2017,164.66
7/25/2017,165.98
7/24/2017,164.4
7/21/2017,164.54
7/20/2017,165.96
7/19/2017,166.76
7/18/2017,165.26
7/17/2017,165.97
7/14/2017,165.06
7/13/2017,164.84
7/12/2017,163.8
7/11/2017,163.12
7/10/2017,163.35
7/7/2017,160.9
7/6/2017,159.45
7/5/2017,161.14
7/3/2017,161.22
6/30/2017,159.82
6/29/2017,157.05
6/28/2017,158.01
6/27/2017,156.22
6/26/2017,157.07
6/23/2017,159.63
6/22/2017,157.4
6/21/2017,158.11
6/20/2017,163.53
6/19/2017,164.35
6/16/2017,162.61
6/15/2017,159.36
6/14/2017,157.09
6/13/2017,158.45
6/12/2017,157.13
6/9/2017,157.04
6/8/2017,154.53
6/7/2017,152.68
6/6/2017,155.79
6/5/2017,157.08
6/2/2017,160.24
6/1/2017,159.39
5/31/2017,157.47
5/30/2017,159.33
5/26/2017,159.26
5/25/2017,159.04
5/24/2017,159.52
5/23/2017,158.05
5/22/2017,157.96
5/19/2017,157.21
5/18/2017,152.29
5/17/2017,152.91
5/16/2017,156.47
5/15/2017,156.53
5/12/2017,156.68
5/11/2017,159.03
5/10/2017,159.17
5/9/2017,159.25
5/8/2017,159.29
5/5/2017,159.2
5/4/2017,159.79
5/3/2017,159.65
5/2/2017,159.39
5/1/2017,158.93
4/28/2017,160.8
4/27/2017,161.98
4/26/2017,164.54
4/25/2017,165.22
4/24/2017,160.61
4/21/2017,156.31
4/20/2017,157.07
4/19/2017,154.82
4/18/2017,155.76
4/17/2017,155.72
4/13/2017,153.59
4/12/2017,155.42
4/11/2017,160.81
4/10/2017,160.35
4/7/2017,161.02
4/6/2017,160.23
4/5/2017,159.81
4/4/2017,160.25
4/3/2017,159.61
3/31/2017,160.32
3/30/2017,160.05
3/29/2017,158.97
3/28/2017,158.43
3/27/2017,155.65
3/24/2017,156.69
3/23/2017,158
3/22/2017,157.55
3/21/2017,156.9
3/20/2017,158.24
3/17/2017,159.1
3/16/2017,158.24
3/15/2017,159.58
3/14/2017,157.05
3/13/2017,158.08
3/10/2017,157.32
3/9/2017,156.29
3/8/2017,157.65
3/7/2017,157.49
3/6/2017,157.93
3/3/2017,157.06
3/2/2017,157.09
3/1/2017,158.44
2/28/2017,154.84
2/27/2017,156.14
2/24/2017,155.04
2/23/2017,153.7
2/22/2017,155.86
2/21/2017,155.62
2/17/2017,153.89
2/16/2017,154.41
2/15/2017,155.49
2/14/2017,152.63
2/13/2017,152.46
2/10/2017,150.25
2/9/2017,149.37
2/8/2017,147.45
2/7/2017,147.97
2/6/2017,148.65
2/3/2017,150.21
2/2/2017,149.75
2/1/2017,145.45
1/31/2017,147.13
1/30/2017,147.33
1/27/2017,149.27
1/26/2017,149.1
1/25/2017,149.52
1/24/2017,145.48
1/23/2017,142.5
1/20/2017,142.52
1/19/2017,143.75
1/18/2017,144.4
1/17/2017,143.62
1/13/2017,146.25
1/12/2017,143.75
1/11/2017,145.21
1/10/2017,141.83
1/9/2017,140.78
1/6/2017,141.49
1/5/2017,141.37
1/4/2017,142.64
1/3/2017,142.55
12/30/2016,140
12/29/2016,140.26
12/28/2016,140.87
12/27/2016,143.27
12/23/2016,142.74
12/22/2016,142.8
12/21/2016,142.39
12/20/2016,143.91
12/19/2016,142.82
12/16/2016,142.75
12/15/2016,143
12/14/2016,140.2
12/13/2016,141.01
12/12/2016,141.56
12/9/2016,142.51
12/8/2016,141.89
12/7/2016,144.98
12/6/2016,142.55
12/5/2016,142.46
12/2/2016,141.9
12/1/2016,143.47
11/30/2016,138.93
11/29/2016,136.95
11/28/2016,136.76
11/25/2016,139.04
11/23/2016,138.29
11/22/2016,137.82
11/21/2016,137.23
11/18/2016,136.08
11/17/2016,137.1
11/16/2016,137.81
11/15/2016,140.02
11/14/2016,138.99
11/11/2016,138.74
11/10/2016,136.97
11/9/2016,131.96
11/8/2016,126.41
11/7/2016,125.65
11/4/2016,120.55
11/3/2016,119.29
11/2/2016,119.88
11/1/2016,121.18
10/31/2016,122.75
10/28/2016,121.96
10/27/2016,121.71
10/26/2016,121.84
10/25/2016,121.35
10/24/2016,120.79
10/21/2016,123.2
10/20/2016,122.8
10/19/2016,123.73
10/18/2016,122.82
10/17/2016,124.39
10/14/2016,124.54
10/13/2016,123.42
10/12/2016,123.93
10/11/2016,123.07
10/10/2016,125.09
10/7/2016,124.66
10/6/2016,126.92
10/5/2016,127.41
10/4/2016,123.65
10/3/2016,124.7
9/30/2016,125.53
9/29/2016,123.99
9/28/2016,124.78
9/27/2016,122.69
9/26/2016,121.35
9/23/2016,121.93
9/22/2016,123.96
9/21/2016,123.45
9/20/2016,122.03
9/19/2016,122.39
9/16/2016,121.52
9/15/2016,122.56
9/14/2016,120.85
9/13/2016,120.84
9/12/2016,122.86
9/9/2016,120.78
9/8/2016,124.35
9/7/2016,124.14
9/6/2016,123.22
9/2/2016,123.51
9/1/2016,122.86
8/31/2016,122.53
8/30/2016,123.2
8/29/2016,123.74
8/26/2016,123.24
8/25/2016,123.56
8/24/2016,123.32
8/23/2016,124.51
8/22/2016,124.07
8/19/2016,124.37
8/18/2016,124.04
8/17/2016,124.36
8/16/2016,124.11
8/15/2016,124.12
8/12/2016,122.81
8/11/2016,123.61
8/10/2016,122.17
8/9/2016,121.93
8/8/2016,122.67
8/5/2016,121.11
8/4/2016,118.96
8/3/2016,113.78
8/2/2016,113.03
8/1/2016,113.25
7/29/2016,114.19
7/28/2016,114.47
7/27/2016,114.93
7/26/2016,114.77
7/25/2016,112.5
7/22/2016,113.14
7/21/2016,112.28
7/20/2016,113.14
7/19/2016,112.44
7/18/2016,113.1
7/15/2016,113.68
7/14/2016,113.82
7/13/2016,113.08
7/12/2016,113.25
7/11/2016,111.89
7/8/2016,111.33
7/7/2016,108.22
7/6/2016,108.39
7/5/2016,107.07
7/1/2016,109.34
6/30/2016,108.05
6/29/2016,104.06
6/28/2016,102.4
6/27/2016,100.53
6/24/2016,105.91
6/23/2016,114.01
6/22/2016,113.01
6/21/2016,113.39
6/20/2016,113.78
6/17/2016,112.18
6/16/2016,111.51
6/15/2016,111.62
6/14/2016,111.89
6/13/2016,111.57
6/10/2016,112.7
6/9/2016,115.36
6/8/2016,116.6
6/7/2016,116.12
6/6/2016,116.26
6/3/2016,116
6/2/2016,115.88
6/1/2016,115.4
5/31/2016,114.84
5/27/2016,113.98
5/26/2016,113.64
5/25/2016,112.96
5/24/2016,110.8
5/23/2016,109.6
5/20/2016,109.47
5/19/2016,109
5/18/2016,110.48
5/17/2016,111.91
5/16/2016,112.25
5/13/2016,109.77
5/12/2016,112.54
5/11/2016,112.86
5/10/2016,113.32
5/9/2016,111.05
5/6/2016,112.59
5/5/2016,111.95
5/4/2016,111.1
5/3/2016,113.68
5/2/2016,115.5
4/29/2016,116.02
4/28/2016,115.44
4/27/2016,116.92
4/26/2016,114.36
4/25/2016,113.41
4/22/2016,114.01
4/21/2016,112.85
4/20/2016,113.49
4/19/2016,114.05
4/18/2016,113.38
4/15/2016,113.72
4/14/2016,112.27
4/13/2016,112.21
4/12/2016,111.53
4/11/2016,110.49
4/8/2016,109.91
4/7/2016,109.03
4/6/2016,109.49
4/5/2016,108.85
4/4/2016,109.78
4/1/2016,111.82
3/31/2016,111.08
3/30/2016,110.99
3/29/2016,111.11
3/28/2016,110.3
3/24/2016,110.95
3/23/2016,110.62
3/22/2016,112.08
3/21/2016,112.32
3/18/2016,112.38
3/17/2016,112.52
3/16/2016,109.94
3/15/2016,108.23
3/14/2016,108.46
3/11/2016,108.4
3/10/2016,106.67
3/9/2016,107.23
3/8/2016,106.52
3/7/2016,108.36
3/4/2016,106.36
3/3/2016,106.68
3/2/2016,105.76
3/1/2016,104.57
2/29/2016,101.2
2/26/2016,102.21
2/25/2016,101.63
2/24/2016,101.17
2/23/2016,100.77
2/22/2016,102.77
2/19/2016,99.89
2/18/2016,100.76
2/17/2016,101.03
2/16/2016,99.65
2/12/2016,97.25
2/11/2016,96.89
2/10/2016,96.07
2/9/2016,99.73
2/8/2016,101.09
2/5/2016,101.51
2/4/2016,101.13
2/3/2016,97.73
2/2/2016,95.33
2/1/2016,96.37
1/29/2016,97.16
1/28/2016,94.08
1/27/2016,91.69
1/26/2016,91.77
1/25/2016,88.12
1/22/2016,89.82
1/21/2016,87.95
1/20/2016,86.51
1/19/2016,87.87
1/15/2016,87.99
1/14/2016,90.65
1/13/2016,89.72
1/12/2016,90.51
1/11/2016,90.37
1/8/2016,90.55
1/7/2016,92.21
1/6/2016,93.8
1/5/2016,95.06
1/4/2016,96.66
12/31/2015,96.98
12/30/2015,98.34
12/29/2015,99.52
12/28/2015,98.63
12/24/2015,99.85
12/23/2015,99.48
12/22/2015,96.49
12/21/2015,94.18
12/18/2015,93.62
12/17/2015,95.19
12/16/2015,98.72
12/15/2015,95.69
12/14/2015,95.49
12/11/2015,95.56
12/10/2015,98
12/9/2015,97.68
12/8/2015,97.75
12/7/2015,100.23
12/4/2015,102.44
12/3/2015,101.31
12/2/2015,101.95
12/1/2015,103.5
11/30/2015,104.66
11/27/2015,103.7
11/25/2015,103.75
11/24/2015,103.59
11/23/2015,103.28
11/20/2015,103.73
11/19/2015,103.71
11/18/2015,102.55
11/17/2015,100.87
11/16/2015,101.9
11/13/2015,99.85
11/12/2015,99.31
11/11/2015,102.57
11/10/2015,102.2
11/9/2015,102.6
11/6/2015,104.87
11/5/2015,106.19
11/4/2015,105.8
11/3/2015,107.13
11/2/2015,106.8
10/30/2015,104.7
10/29/2015,104.51
10/28/2015,102.98
10/27/2015,101.49
10/26/2015,101.79
10/23/2015,103.07
10/22/2015,100.77
10/21/2015,101.75
10/20/2015,102.14
10/19/2015,100.05
10/16/2015,100.62
10/15/2015,102.37
10/14/2015,102.3
10/13/2015,103.56
10/12/2015,106.33
10/9/2015,105.86
10/8/2015,106.81
10/7/2015,104.04
10/6/2015,102.48
10/5/2015,102.13
10/2/2015,98.14
10/1/2015,96.05
9/30/2015,97.3
9/29/2015,96.5
9/28/2015,94.87
9/25/2015,96.72
9/24/2015,97.91
9/23/2015,100.59
9/22/2015,101.72
9/21/2015,102.48
9/18/2015,101.94
9/17/2015,106.68
9/16/2015,108.85
9/15/2015,108.17
9/14/2015,104.94
9/11/2015,106.25
9/10/2015,105.15
9/9/2015,105.47
9/8/2015,107.01
9/4/2015,103.8
9/3/2015,105.28
9/2/2015,106.56
9/1/2015,105.68
8/31/2015,107.66
8/28/2015,106.98
8/27/2015,107.21
8/26/2015,103.08
8/25/2015,100.42
8/24/2015,102.65
8/21/2015,106.01
8/20/2015,108.16
8/19/2015,111.3
8/18/2015,112.75
8/17/2015,112.61
8/14/2015,113.67
8/13/2015,113.28
8/12/2015,113.23
8/11/2015,112.59
8/10/2015,114.79
8/7/2015,111.2
8/6/2015,111.02
8/5/2015,110.8
8/4/2015,107.9
8/3/2015,112.41
7/31/2015,112.75
7/30/2015,112.58
7/29/2015,111.73
7/28/2015,109.75
7/27/2015,109.16
7/24/2015,110.03
7/23/2015,110.92
7/22/2015,111.5
7/21/2015,112.07
7/20/2015,113.6
7/17/2015,113.2
7/16/2015,114.09
7/15/2015,113.04
7/14/2015,114.62
7/13/2015,113.89
7/10/2015,113.24
7/9/2015,113.01
7/8/2015,112.75
7/7/2015,115.65
7/6/2015,115.31
7/2/2015,116.31
7/1/2015,117.15
6/30/2015,116.33
6/29/2015,115.68
6/26/2015,118.17
6/25/2015,118.24
6/24/2015,119.54
6/23/2015,118.84
6/22/2015,119.13
6/19/2015,118.52
6/18/2015,118.84
6/17/2015,118.36
6/16/2015,118.06
6/15/2015,118.2
6/12/2015,119.17
6/11/2015,120.21
6/10/2015,120.21
6/9/2015,119.16
6/8/2015,118.92
6/5/2015,119.77
6/4/2015,119.53
6/3/2015,121.25
6/2/2015,120.65
6/1/2015,120.46
5/29/2015,120.43
5/28/2015,122.27
5/27/2015,123.35
5/26/2015,122.63
5/22/2015,124.74
5/21/2015,125.15
5/20/2015,122.71
5/19/2015,122.11
5/18/2015,122.71
5/15/2015,122.33
5/14/2015,124.59
5/13/2015,123.17
5/12/2015,121.62
5/11/2015,122.29
5/8/2015,121.49
5/7/2015,120.96
5/6/2015,121.06
5/5/2015,122.22
5/4/2015,121.63
5/1/2015,120.7
4/30/2015,119.36
4/29/2015,119.68
4/28/2015,120.28
4/27/2015,124.89
4/24/2015,122.49
4/23/2015,123.43
4/22/2015,123.47
4/21/2015,122.14
4/20/2015,122.83
4/17/2015,121.47
4/16/2015,123.32
4/15/2015,123.5
4/14/2015,121.18
4/13/2015,120.5
4/10/2015,120.53
4/9/2015,119.77
4/8/2015,119.71
4/7/2015,119.94
4/6/2015,121.46
4/2/2015,118
